"tokenOrValue","tokenType","filePath","officialMappingStatus","rtlImpact","notes"
"#4931","Hex colour","pro-test/index.html","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#e5e5e5","Hex colour","pro-test/index.html","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#0a0a0a","Hex colour","pro-test/index.html","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4ade80","Hex colour","pro-test/index.html","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#1a1d21","Hex colour","pro-test/src/App.tsx","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#35373b","Hex colour","pro-test/src/App.tsx","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#222529","Hex colour","pro-test/src/App.tsx","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#0a0a0a","Hex colour","pro-test/src/App.tsx","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#020202","Hex colour","pro-test/src/App.tsx","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4449","Hex colour","pro-test/src/App.tsx","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4428","Hex colour","pro-test/src/WelcomeApp.tsx","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#020202","Hex colour","pro-test/src/components/Footer.tsx","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4946","Hex colour","pro-test/src/components/PricingSection.tsx","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#060606","Hex colour","pro-test/src/components/PricingSection.tsx","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5604","Hex colour","pro-test/src/components/PricingSection.tsx","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#fbbf24","Hex colour","pro-test/src/components/SoonBadge.tsx","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4946","Hex colour","pro-test/src/components/pricing-billing-mode.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--font-sans","CSS custom property","pro-test/src/index.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--font-mono","CSS custom property","pro-test/src/index.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--font-display","CSS custom property","pro-test/src/index.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--color-wm-bg","CSS custom property","pro-test/src/index.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--color-wm-card","CSS custom property","pro-test/src/index.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--color-wm-border","CSS custom property","pro-test/src/index.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--color-wm-green","CSS custom property","pro-test/src/index.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--color-wm-blue","CSS custom property","pro-test/src/index.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--color-wm-text","CSS custom property","pro-test/src/index.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--color-wm-muted","CSS custom property","pro-test/src/index.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"var(--font-sans)","Font family declaration","pro-test/src/index.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#050505","Hex colour","pro-test/src/index.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#111111","Hex colour","pro-test/src/index.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#222222","Hex colour","pro-test/src/index.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4ade80","Hex colour","pro-test/src/index.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#60a5fa","Hex colour","pro-test/src/index.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#f3f4f6","Hex colour","pro-test/src/index.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#9ca3af","Hex colour","pro-test/src/index.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"inherit","Font family declaration","pro-test/src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4449","Hex colour","pro-test/src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4931","Hex colour","pro-test/src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4934","Hex colour","pro-test/src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3298","Hex colour","pro-test/src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3346","Hex colour","pro-test/src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3354","Hex colour","pro-test/src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4438","Hex colour","pro-test/src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4450","Hex colour","pro-test/src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#e8e8e8","Hex colour","pro-test/src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#44ff88","Hex colour","pro-test/src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#2a2a2a","Hex colour","pro-test/src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#fff","Hex colour","pro-test/src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#141414","Hex colour","pro-test/src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#c8c8c8","Hex colour","pro-test/src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#aaa","Hex colour","pro-test/src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#0a0a0a","Hex colour","pro-test/src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"50%","Border radius","pro-test/src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"4px","Border radius","pro-test/src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
